Guide1,Guide2,Library read counts,Rep1,Rep2,Gene1,Gene2
NHT-KO-140,XPO1-KO-1,79,408,18,NHT,XPO1
NHT-KO-140,XPO1-KO-2,136,1,5,NHT,XPO1
NHT-KO-140,XPO1-KO-3,109,0,37,NHT,XPO1
NHT-KO-140,XPO1-KO-4,84,0,62,NHT,XPO1
NHT-KO-140,XRN2-KO-1,113,57,0,NHT,XRN2
NHT-KO-140,XRN2-KO-2,73,204,89,NHT,XRN2
NHT-KO-140,XRN2-KO-3,112,21,83,NHT,XRN2
NHT-KO-140,XRN2-KO-4,120,116,120,NHT,XRN2
NHT-KO-136,AHR-KO-1,100,247,494,NHT,AHR
NHT-KO-136,AHR-KO-2,71,530,605,NHT,AHR
NHT-KO-136,AHR-KO-3,156,1026,837,NHT,AHR
NHT-KO-136,AHR-KO-4,56,1023,568,NHT,AHR
NHT-KO-136,ARNT-KO-1,91,687,242,NHT,ARNT
NHT-KO-136,ARNT-KO-2,76,286,271,NHT,ARNT
NHT-KO-136,ARNT-KO-3,82,307,500,NHT,ARNT
NHT-KO-136,ARNT-KO-4,76,733,178,NHT,ARNT
NHT-KO-136,BBX-KO-1,40,333,272,NHT,BBX
NHT-KO-136,BBX-KO-2,82,704,451,NHT,BBX
NHT-KO-136,BBX-KO-3,69,469,519,NHT,BBX
NHT-KO-136,BBX-KO-4,67,359,126,NHT,BBX
NHT-KO-136,C3orf17-KO-1,87,0,17,NHT,C3orf17
NHT-KO-136,C3orf17-KO-2,77,210,343,NHT,C3orf17
NHT-KO-136,C3orf17-KO-3,72,16,103,NHT,C3orf17
NHT-KO-136,C3orf17-KO-4,69,39,46,NHT,C3orf17
NHT-KO-136,CAND1-KO-1,75,509,301,NHT,CAND1
NHT-KO-136,CAND1-KO-2,53,128,70,NHT,CAND1
NHT-KO-136,CAND1-KO-3,78,9,94,NHT,CAND1
NHT-KO-136,CAND1-KO-4,171,398,435,NHT,CAND1
NHT-KO-136,CCT4-KO-1,98,292,56,NHT,CCT4
NHT-KO-136,CCT4-KO-2,46,0,29,NHT,CCT4
NHT-KO-136,CCT4-KO-3,71,0,14,NHT,CCT4
NHT-KO-136,CCT4-KO-4,126,112,5,NHT,CCT4
NHT-KO-136,DIMT1-KO-1,103,194,123,NHT,DIMT1
NHT-KO-136,DIMT1-KO-2,113,499,552,NHT,DIMT1
NHT-KO-136,DIMT1-KO-3,92,53,10,NHT,DIMT1
NHT-KO-136,DIMT1-KO-4,216,12,59,NHT,DIMT1
NHT-KO-136,EFTUD2-KO-1,103,2,29,NHT,EFTUD2
NHT-KO-136,EFTUD2-KO-2,104,171,99,NHT,EFTUD2
NHT-KO-136,EFTUD2-KO-3,93,132,35,NHT,EFTUD2
NHT-KO-136,EFTUD2-KO-4,92,8,3,NHT,EFTUD2
NHT-KO-136,EIF3B-KO-1,122,38,77,NHT,EIF3B
NHT-KO-136,EIF3B-KO-2,177,32,35,NHT,EIF3B
NHT-KO-136,EIF3B-KO-3,94,1,1,NHT,EIF3B
NHT-KO-136,EIF3B-KO-4,87,2,33,NHT,EIF3B
NHT-KO-136,FRYL-KO-1,107,1216,686,NHT,FRYL
NHT-KO-136,FRYL-KO-2,98,705,312,NHT,FRYL
NHT-KO-136,FRYL-KO-3,89,580,305,NHT,FRYL
NHT-KO-136,FRYL-KO-4,83,153,371,NHT,FRYL
NHT-KO-136,IARS-KO-1,80,0,1,NHT,IARS
NHT-KO-136,IARS-KO-2,72,47,16,NHT,IARS
NHT-KO-136,IARS-KO-3,51,0,106,NHT,IARS
NHT-KO-136,IARS-KO-4,64,3,0,NHT,IARS
NHT-KO-136,KEAP1-KO-1,77,552,490,NHT,KEAP1
NHT-KO-136,KEAP1-KO-2,69,350,301,NHT,KEAP1
NHT-KO-136,KEAP1-KO-3,169,530,958,NHT,KEAP1
NHT-KO-136,KEAP1-KO-4,108,215,293,NHT,KEAP1
NHT-KO-136,KIRREL-KO-1,116,1402,1006,NHT,KIRREL
NHT-KO-136,KIRREL-KO-2,65,225,452,NHT,KIRREL
NHT-KO-136,KIRREL-KO-3,220,1586,1033,NHT,KIRREL
NHT-KO-136,KIRREL-KO-4,131,787,616,NHT,KIRREL
NHT-KO-136,NARS-KO-1,113,1,1,NHT,NARS
NHT-KO-136,NARS-KO-2,58,19,0,NHT,NARS
NHT-KO-136,NARS-KO-3,128,38,91,NHT,NARS
NHT-KO-136,NARS-KO-4,56,54,7,NHT,NARS
NHT-KO-136,NCL-KO-1,57,7,0,NHT,NCL
NHT-KO-136,NCL-KO-2,86,71,88,NHT,NCL
NHT-KO-136,NCL-KO-3,73,145,0,NHT,NCL
NHT-KO-136,NCL-KO-4,39,29,214,NHT,NCL
NHT-KO-136,NF2-KO-1,82,1122,1285,NHT,NF2
NHT-KO-136,NF2-KO-2,91,279,206,NHT,NF2
NHT-KO-136,NF2-KO-3,127,720,672,NHT,NF2
NHT-KO-136,NF2-KO-4,98,900,1174,NHT,NF2
NHT-KO-136,NHT-KO-20,22,144,28,NHT,NHT
NHT-KO-136,NHT-KO-25,124,303,338,NHT,NHT
NHT-KO-136,NHT-KO-8,33,73,251,NHT,NHT
NHT-KO-136,NHT-KO-9,185,459,559,NHT,NHT
NHT-KO-136,NHT-KO-26,93,179,144,NHT,NHT
NHT-KO-136,NHT-KO-41,170,824,990,NHT,NHT
NHT-KO-136,NHT-KO-44,213,916,1115,NHT,NHT
NHT-KO-136,NHT-KO-149,162,667,727,NHT,NHT
NHT-KO-136,NHT-KO-5,54,538,275,NHT,NHT
NHT-KO-136,NHT-KO-148,133,1067,1328,NHT,NHT
NHT-KO-136,NHT-KO-16,101,827,908,NHT,NHT
NHT-KO-136,NHT-KO-156,68,399,242,NHT,NHT
NHT-KO-136,NHT-KO-4,70,439,621,NHT,NHT
NHT-KO-136,NHT-KO-128,72,500,476,NHT,NHT
NHT-KO-136,NHT-KO-19,123,564,590,NHT,NHT
NHT-KO-136,NHT-KO-152,115,830,598,NHT,NHT
NHT-KO-136,NHT-KO-137,86,427,226,NHT,NHT
NHT-KO-136,NHT-KO-38,112,460,799,NHT,NHT
NHT-KO-136,NHT-KO-1,94,224,432,NHT,NHT
NHT-KO-136,NHT-KO-12,61,527,180,NHT,NHT
NHT-KO-136,NHT-KO-124,132,555,320,NHT,NHT
NHT-KO-136,NHT-KO-135,119,295,194,NHT,NHT
NHT-KO-136,NHT-KO-39,66,468,569,NHT,NHT
NHT-KO-136,NHT-KO-23,86,558,363,NHT,NHT
NHT-KO-136,NHT-KO-153,108,976,724,NHT,NHT
NHT-KO-136,NHT-KO-24,78,187,399,NHT,NHT
NHT-KO-136,NHT-KO-3,100,491,452,NHT,NHT
NHT-KO-136,NHT-KO-36,77,471,313,NHT,NHT
NHT-KO-136,NHT-KO-154,75,197,192,NHT,NHT
NHT-KO-136,NHT-KO-31,87,170,211,NHT,NHT
NHT-KO-136,NHT-KO-150,143,1002,944,NHT,NHT
NHT-KO-136,NHT-KO-33,107,487,318,NHT,NHT
NHT-KO-136,NHT-KO-139,100,736,535,NHT,NHT
NHT-KO-136,NHT-KO-42,81,623,477,NHT,NHT
NHT-KO-136,NHT-KO-142,103,487,425,NHT,NHT
NHT-KO-136,NHT-KO-140,147,620,569,NHT,NHT
NHT-KO-136,NHT-KO-136,256,1067,873,NHT,NHT
NHT-KO-136,NHT-KO-28,50,111,121,NHT,NHT
NHT-KO-136,NHT-KO-29,83,739,526,NHT,NHT
NHT-KO-136,NHT-KO-21,140,220,79,NHT,NHT
NHT-KO-136,NHT-KO-126,94,167,591,NHT,NHT
NHT-KO-136,NHT-KO-133,159,710,681,NHT,NHT
NHT-KO-136,NHT-KO-30,202,371,284,NHT,NHT
NHT-KO-136,NHT-KO-13,143,679,482,NHT,NHT
NHT-KO-136,NHT-KO-7,66,313,689,NHT,NHT
NHT-KO-136,NHT-KO-129,85,192,531,NHT,NHT
NHT-KO-136,NHT-KO-37,92,783,355,NHT,NHT
NHT-KO-136,NHT-KO-131,92,190,434,NHT,NHT
NHT-KO-136,NHT-KO-32,111,379,229,NHT,NHT
NHT-KO-136,NHT-KO-27,96,112,517,NHT,NHT
NHT-KO-136,NHT-KO-147,58,25,77,NHT,NHT
NHT-KO-136,NHT-KO-144,150,645,274,NHT,NHT
NHT-KO-136,NHT-KO-10,99,109,493,NHT,NHT
NHT-KO-136,NHT-KO-155,150,450,661,NHT,NHT
NHT-KO-136,NHT-KO-145,48,15,79,NHT,NHT
NHT-KO-136,NHT-KO-6,105,792,422,NHT,NHT
NHT-KO-136,NHT-KO-2,83,501,256,NHT,NHT
NHT-KO-136,NHT-KO-127,69,463,462,NHT,NHT
NHT-KO-136,NHT-KO-141,55,106,206,NHT,NHT
NHT-KO-136,NHT-KO-11,51,393,415,NHT,NHT
NHT-KO-136,NHT-KO-22,81,760,371,NHT,NHT
NHT-KO-136,NHT-KO-122,38,194,210,NHT,NHT
NHT-KO-136,NHT-KO-125,57,240,197,NHT,NHT
NHT-KO-136,NHT-KO-17,72,534,869,NHT,NHT
NHT-KO-136,NHT-KO-123,81,804,177,NHT,NHT
NHT-KO-136,NHT-KO-146,25,108,221,NHT,NHT
NHT-KO-136,NHT-KO-130,103,413,589,NHT,NHT
NHT-KO-136,NHT-KO-138,68,416,777,NHT,NHT
NHT-KO-136,NHT-KO-143,85,589,341,NHT,NHT
NHT-KO-136,NHT-KO-134,128,612,778,NHT,NHT
NHT-KO-136,NHT-KO-14,220,892,879,NHT,NHT
NHT-KO-136,NHT-KO-121,123,808,811,NHT,NHT
NHT-KO-136,NHT-KO-40,164,1485,1003,NHT,NHT
NHT-KO-136,NHT-KO-34,57,271,258,NHT,NHT
NHT-KO-136,NHT-KO-18,120,670,859,NHT,NHT
NHT-KO-136,NHT-KO-151,63,284,258,NHT,NHT
NHT-KO-136,NHT-KO-132,125,190,539,NHT,NHT
NHT-KO-136,NHT-KO-43,74,168,164,NHT,NHT
NHT-KO-136,NHT-KO-35,73,447,265,NHT,NHT
NHT-KO-136,NHT-KO-15,65,769,558,NHT,NHT
NHT-KO-136,TAOK1-KO-1,104,560,612,NHT,TAOK1
NHT-KO-136,TAOK1-KO-2,137,548,285,NHT,TAOK1
NHT-KO-136,TAOK1-KO-3,48,306,264,NHT,TAOK1
NHT-KO-136,TAOK1-KO-4,97,70,221,NHT,TAOK1
NHT-KO-136,TP53-KO-1,83,2870,2409,NHT,TP53
NHT-KO-136,TP53-KO-2,151,3635,2591,NHT,TP53
NHT-KO-136,TP53-KO-3,86,903,1455,NHT,TP53
NHT-KO-136,TP53-KO-4,93,2007,2686,NHT,TP53
NHT-KO-136,XPO1-KO-1,94,41,47,NHT,XPO1
NHT-KO-136,XPO1-KO-2,124,2,22,NHT,XPO1
NHT-KO-136,XPO1-KO-3,95,0,11,NHT,XPO1
NHT-KO-136,XPO1-KO-4,74,0,0,NHT,XPO1
NHT-KO-136,XRN2-KO-1,85,36,20,NHT,XRN2
NHT-KO-136,XRN2-KO-2,63,159,163,NHT,XRN2
NHT-KO-136,XRN2-KO-3,80,6,13,NHT,XRN2
NHT-KO-136,XRN2-KO-4,108,379,147,NHT,XRN2
NHT-KO-28,AHR-KO-1,79,355,338,NHT,AHR
NHT-KO-28,AHR-KO-2,85,87,628,NHT,AHR
NHT-KO-28,AHR-KO-3,141,735,489,NHT,AHR
NHT-KO-28,AHR-KO-4,70,1103,1142,NHT,AHR
NHT-KO-28,ARNT-KO-1,70,205,446,NHT,ARNT
NHT-KO-28,ARNT-KO-2,79,397,556,NHT,ARNT
NHT-KO-28,ARNT-KO-3,61,519,260,NHT,ARNT
NHT-KO-28,ARNT-KO-4,86,480,302,NHT,ARNT
NHT-KO-28,BBX-KO-1,37,319,118,NHT,BBX
NHT-KO-28,BBX-KO-2,69,137,196,NHT,BBX
NHT-KO-28,BBX-KO-3,69,688,298,NHT,BBX
NHT-KO-28,BBX-KO-4,83,853,731,NHT,BBX
NHT-KO-28,C3orf17-KO-1,80,8,15,NHT,C3orf17
NHT-KO-28,C3orf17-KO-2,80,91,379,NHT,C3orf17
NHT-KO-28,C3orf17-KO-3,69,19,65,NHT,C3orf17
NHT-KO-28,C3orf17-KO-4,80,14,20,NHT,C3orf17
NHT-KO-28,CAND1-KO-1,104,407,132,NHT,CAND1
NHT-KO-28,CAND1-KO-2,70,151,197,NHT,CAND1
NHT-KO-28,CAND1-KO-3,59,3,7,NHT,CAND1
NHT-KO-28,CAND1-KO-4,141,699,391,NHT,CAND1
NHT-KO-28,CCT4-KO-1,100,41,38,NHT,CCT4
NHT-KO-28,CCT4-KO-2,46,0,17,NHT,CCT4
NHT-KO-28,CCT4-KO-3,72,9,0,NHT,CCT4
NHT-KO-28,CCT4-KO-4,122,0,41,NHT,CCT4
NHT-KO-28,DIMT1-KO-1,72,496,241,NHT,DIMT1
NHT-KO-28,DIMT1-KO-2,108,368,670,NHT,DIMT1
NHT-KO-28,DIMT1-KO-3,105,1,61,NHT,DIMT1
NHT-KO-28,DIMT1-KO-4,190,12,38,NHT,DIMT1
NHT-KO-28,EFTUD2-KO-1,91,6,1,NHT,EFTUD2
NHT-KO-28,EFTUD2-KO-2,104,560,379,NHT,EFTUD2
NHT-KO-28,EFTUD2-KO-3,84,187,111,NHT,EFTUD2
NHT-KO-28,EFTUD2-KO-4,77,25,81,NHT,EFTUD2
NHT-KO-28,EIF3B-KO-1,100,82,160,NHT,EIF3B
NHT-KO-28,EIF3B-KO-2,156,4,17,NHT,EIF3B
NHT-KO-28,EIF3B-KO-3,83,180,0,NHT,EIF3B
NHT-KO-28,EIF3B-KO-4,81,113,48,NHT,EIF3B
NHT-KO-28,FRYL-KO-1,90,863,771,NHT,FRYL
NHT-KO-28,FRYL-KO-2,80,710,301,NHT,FRYL
NHT-KO-28,FRYL-KO-3,87,261,245,NHT,FRYL
NHT-KO-28,FRYL-KO-4,78,385,201,NHT,FRYL
NHT-KO-28,IARS-KO-1,51,0,85,NHT,IARS
NHT-KO-28,IARS-KO-2,59,45,104,NHT,IARS
NHT-KO-28,IARS-KO-3,49,12,1,NHT,IARS
NHT-KO-28,IARS-KO-4,93,2,1,NHT,IARS
NHT-KO-28,KEAP1-KO-1,81,163,415,NHT,KEAP1
NHT-KO-28,KEAP1-KO-2,76,303,553,NHT,KEAP1
NHT-KO-28,KEAP1-KO-3,166,927,661,NHT,KEAP1
NHT-KO-28,KEAP1-KO-4,79,248,286,NHT,KEAP1
NHT-KO-28,KIRREL-KO-1,99,894,360,NHT,KIRREL
NHT-KO-28,KIRREL-KO-2,66,439,820,NHT,KIRREL
NHT-KO-28,KIRREL-KO-3,202,1538,1299,NHT,KIRREL
NHT-KO-28,KIRREL-KO-4,118,999,916,NHT,KIRREL
NHT-KO-28,NARS-KO-1,102,18,9,NHT,NARS
NHT-KO-28,NARS-KO-2,65,9,36,NHT,NARS
NHT-KO-28,NARS-KO-3,128,38,61,NHT,NARS
NHT-KO-28,NARS-KO-4,56,0,0,NHT,NARS
NHT-KO-28,NCL-KO-1,54,1,27,NHT,NCL
NHT-KO-28,NCL-KO-2,101,3,59,NHT,NCL
NHT-KO-28,NCL-KO-3,72,31,44,NHT,NCL
NHT-KO-28,NCL-KO-4,57,256,124,NHT,NCL
NHT-KO-28,NF2-KO-1,58,776,854,NHT,NF2
NHT-KO-28,NF2-KO-2,81,476,401,NHT,NF2
NHT-KO-28,NF2-KO-3,116,685,543,NHT,NF2
NHT-KO-28,NF2-KO-4,103,332,986,NHT,NF2
NHT-KO-28,NHT-KO-20,25,394,351,NHT,NHT
NHT-KO-28,NHT-KO-25,115,818,714,NHT,NHT
NHT-KO-28,NHT-KO-8,37,128,283,NHT,NHT
NHT-KO-28,NHT-KO-9,164,1027,729,NHT,NHT
NHT-KO-28,NHT-KO-26,71,686,428,NHT,NHT
NHT-KO-28,NHT-KO-41,154,1424,1237,NHT,NHT
NHT-KO-28,NHT-KO-44,190,690,540,NHT,NHT
NHT-KO-28,NHT-KO-149,134,1562,1591,NHT,NHT
NHT-KO-28,NHT-KO-5,72,713,407,NHT,NHT
NHT-KO-28,NHT-KO-148,135,942,1394,NHT,NHT
NHT-KO-28,NHT-KO-16,120,791,504,NHT,NHT
NHT-KO-28,NHT-KO-156,65,528,657,NHT,NHT
NHT-KO-28,NHT-KO-4,56,218,594,NHT,NHT
NHT-KO-28,NHT-KO-128,102,655,878,NHT,NHT
NHT-KO-28,NHT-KO-19,101,395,402,NHT,NHT
NHT-KO-28,NHT-KO-152,114,1043,645,NHT,NHT
NHT-KO-28,NHT-KO-137,84,201,232,NHT,NHT
NHT-KO-28,NHT-KO-38,113,1253,759,NHT,NHT
NHT-KO-28,NHT-KO-1,84,338,729,NHT,NHT
NHT-KO-28,NHT-KO-12,64,134,245,NHT,NHT
NHT-KO-28,NHT-KO-124,119,605,499,NHT,NHT
NHT-KO-28,NHT-KO-135,93,560,246,NHT,NHT
NHT-KO-28,NHT-KO-39,71,147,233,NHT,NHT
NHT-KO-28,NHT-KO-23,78,174,545,NHT,NHT
NHT-KO-28,NHT-KO-153,97,1346,558,NHT,NHT
NHT-KO-28,NHT-KO-24,61,572,485,NHT,NHT
NHT-KO-28,NHT-KO-3,95,539,721,NHT,NHT
NHT-KO-28,NHT-KO-36,82,507,459,NHT,NHT
NHT-KO-28,NHT-KO-154,50,345,156,NHT,NHT
NHT-KO-28,NHT-KO-31,51,1056,633,NHT,NHT
NHT-KO-28,NHT-KO-150,116,959,712,NHT,NHT
NHT-KO-28,NHT-KO-33,138,249,576,NHT,NHT
NHT-KO-28,NHT-KO-139,94,168,510,NHT,NHT
NHT-KO-28,NHT-KO-42,74,136,161,NHT,NHT
NHT-KO-28,NHT-KO-142,92,500,692,NHT,NHT
NHT-KO-28,NHT-KO-140,121,580,973,NHT,NHT
NHT-KO-28,NHT-KO-136,127,383,702,NHT,NHT
NHT-KO-28,NHT-KO-28,75,234,387,NHT,NHT
NHT-KO-28,NHT-KO-29,79,367,480,NHT,NHT
NHT-KO-28,NHT-KO-21,116,1498,654,NHT,NHT
NHT-KO-28,NHT-KO-126,91,120,123,NHT,NHT
NHT-KO-28,NHT-KO-133,159,361,524,NHT,NHT
NHT-KO-28,NHT-KO-30,204,762,706,NHT,NHT
NHT-KO-28,NHT-KO-13,134,423,506,NHT,NHT
NHT-KO-28,NHT-KO-7,50,203,416,NHT,NHT
NHT-KO-28,NHT-KO-129,92,666,437,NHT,NHT
NHT-KO-28,NHT-KO-37,75,269,493,NHT,NHT
NHT-KO-28,NHT-KO-131,78,362,445,NHT,NHT
NHT-KO-28,NHT-KO-32,101,800,507,NHT,NHT
NHT-KO-28,NHT-KO-27,98,599,767,NHT,NHT
NHT-KO-28,NHT-KO-147,59,178,384,NHT,NHT
NHT-KO-28,NHT-KO-144,132,1057,691,NHT,NHT
NHT-KO-28,NHT-KO-10,115,286,225,NHT,NHT
NHT-KO-28,NHT-KO-155,123,920,679,NHT,NHT
NHT-KO-28,NHT-KO-145,35,315,144,NHT,NHT
NHT-KO-28,NHT-KO-6,103,298,512,NHT,NHT
NHT-KO-28,NHT-KO-2,105,398,586,NHT,NHT
NHT-KO-28,NHT-KO-127,50,249,365,NHT,NHT
NHT-KO-28,NHT-KO-141,39,102,215,NHT,NHT
NHT-KO-28,NHT-KO-11,61,495,241,NHT,NHT
NHT-KO-28,NHT-KO-22,88,785,345,NHT,NHT
NHT-KO-28,NHT-KO-122,26,47,194,NHT,NHT
NHT-KO-28,NHT-KO-125,72,867,454,NHT,NHT
NHT-KO-28,NHT-KO-17,79,519,402,NHT,NHT
NHT-KO-28,NHT-KO-123,72,802,620,NHT,NHT
NHT-KO-28,NHT-KO-146,28,433,253,NHT,NHT
NHT-KO-28,NHT-KO-130,118,482,555,NHT,NHT
NHT-KO-28,NHT-KO-138,70,281,731,NHT,NHT
NHT-KO-28,NHT-KO-143,73,591,495,NHT,NHT
NHT-KO-28,NHT-KO-134,118,1198,749,NHT,NHT
NHT-KO-28,NHT-KO-14,179,697,645,NHT,NHT
NHT-KO-28,NHT-KO-121,92,596,773,NHT,NHT
NHT-KO-28,NHT-KO-40,147,840,1262,NHT,NHT
NHT-KO-28,NHT-KO-34,53,183,166,NHT,NHT
NHT-KO-28,NHT-KO-18,110,621,471,NHT,NHT
NHT-KO-28,NHT-KO-151,47,82,215,NHT,NHT
NHT-KO-28,NHT-KO-132,141,646,950,NHT,NHT
NHT-KO-28,NHT-KO-43,76,470,732,NHT,NHT
NHT-KO-28,NHT-KO-35,57,672,402,NHT,NHT
NHT-KO-28,NHT-KO-15,59,450,1225,NHT,NHT
NHT-KO-28,TAOK1-KO-1,110,1130,1031,NHT,TAOK1
NHT-KO-28,TAOK1-KO-2,140,689,474,NHT,TAOK1
NHT-KO-28,TAOK1-KO-3,38,521,421,NHT,TAOK1
NHT-KO-28,TAOK1-KO-4,64,157,246,NHT,TAOK1
NHT-KO-28,TP53-KO-1,72,2138,2656,NHT,TP53
NHT-KO-28,TP53-KO-2,146,4786,4011,NHT,TP53
NHT-KO-28,TP53-KO-3,76,1748,1943,NHT,TP53
NHT-KO-28,TP53-KO-4,91,5048,3894,NHT,TP53
NHT-KO-28,XPO1-KO-1,92,42,83,NHT,XPO1
NHT-KO-28,XPO1-KO-2,113,32,2,NHT,XPO1
NHT-KO-28,XPO1-KO-3,97,13,1,NHT,XPO1
NHT-KO-28,XPO1-KO-4,57,0,14,NHT,XPO1
NHT-KO-28,XRN2-KO-1,79,21,11,NHT,XRN2
NHT-KO-28,XRN2-KO-2,68,138,72,NHT,XRN2
NHT-KO-28,XRN2-KO-3,82,33,5,NHT,XRN2
NHT-KO-28,XRN2-KO-4,103,54,235,NHT,XRN2
NHT-KO-29,AHR-KO-1,76,433,372,NHT,AHR
NHT-KO-29,AHR-KO-2,58,550,67,NHT,AHR
NHT-KO-29,AHR-KO-3,141,317,615,NHT,AHR
NHT-KO-29,AHR-KO-4,55,320,248,NHT,AHR
NHT-KO-29,ARNT-KO-1,65,444,193,NHT,ARNT
NHT-KO-29,ARNT-KO-2,66,571,308,NHT,ARNT
NHT-KO-29,ARNT-KO-3,68,256,331,NHT,ARNT
NHT-KO-29,ARNT-KO-4,54,271,174,NHT,ARNT
NHT-KO-29,BBX-KO-1,43,579,488,NHT,BBX
NHT-KO-29,BBX-KO-2,64,299,293,NHT,BBX
NHT-KO-29,BBX-KO-3,75,308,180,NHT,BBX
NHT-KO-29,BBX-KO-4,66,184,165,NHT,BBX
NHT-KO-29,C3orf17-KO-1,89,0,48,NHT,C3orf17
NHT-KO-29,C3orf17-KO-2,56,414,231,NHT,C3orf17
NHT-KO-29,C3orf17-KO-3,71,11,13,NHT,C3orf17
NHT-KO-29,C3orf17-KO-4,58,60,46,NHT,C3orf17
NHT-KO-29,CAND1-KO-1,85,341,135,NHT,CAND1
NHT-KO-29,CAND1-KO-2,53,62,76,NHT,CAND1
NHT-KO-29,CAND1-KO-3,65,43,12,NHT,CAND1
NHT-KO-29,CAND1-KO-4,156,195,120,NHT,CAND1
NHT-KO-29,CCT4-KO-1,97,10,20,NHT,CCT4
NHT-KO-29,CCT4-KO-2,46,0,8,NHT,CCT4
NHT-KO-29,CCT4-KO-3,61,2,7,NHT,CCT4
NHT-KO-29,CCT4-KO-4,108,105,7,NHT,CCT4
NHT-KO-29,DIMT1-KO-1,109,25,36,NHT,DIMT1
NHT-KO-29,DIMT1-KO-2,86,761,529,NHT,DIMT1
NHT-KO-29,DIMT1-KO-3,80,7,12,NHT,DIMT1
NHT-KO-29,DIMT1-KO-4,204,0,19,NHT,DIMT1
NHT-KO-29,EFTUD2-KO-1,85,1,11,NHT,EFTUD2
NHT-KO-29,EFTUD2-KO-2,102,561,315,NHT,EFTUD2
NHT-KO-29,EFTUD2-KO-3,89,17,0,NHT,EFTUD2
NHT-KO-29,EFTUD2-KO-4,57,1,1,NHT,EFTUD2
NHT-KO-29,EIF3B-KO-1,96,24,118,NHT,EIF3B
NHT-KO-29,EIF3B-KO-2,127,9,0,NHT,EIF3B
NHT-KO-29,EIF3B-KO-3,65,126,13,NHT,EIF3B
NHT-KO-29,EIF3B-KO-4,82,6,3,NHT,EIF3B
NHT-KO-29,FRYL-KO-1,98,389,267,NHT,FRYL
NHT-KO-29,FRYL-KO-2,75,404,336,NHT,FRYL
NHT-KO-29,FRYL-KO-3,80,113,122,NHT,FRYL
NHT-KO-29,FRYL-KO-4,61,325,480,NHT,FRYL
NHT-KO-29,IARS-KO-1,66,17,6,NHT,IARS
NHT-KO-29,IARS-KO-2,47,0,1,NHT,IARS
NHT-KO-29,IARS-KO-3,41,0,33,NHT,IARS
NHT-KO-29,IARS-KO-4,61,65,0,NHT,IARS
NHT-KO-29,KEAP1-KO-1,57,262,216,NHT,KEAP1
NHT-KO-29,KEAP1-KO-2,57,384,154,NHT,KEAP1
NHT-KO-29,KEAP1-KO-3,129,632,271,NHT,KEAP1
NHT-KO-29,KEAP1-KO-4,80,212,184,NHT,KEAP1
NHT-KO-29,KIRREL-KO-1,90,228,331,NHT,KIRREL
NHT-KO-29,KIRREL-KO-2,35,162,399,NHT,KIRREL
NHT-KO-29,KIRREL-KO-3,179,1429,1616,NHT,KIRREL
NHT-KO-29,KIRREL-KO-4,105,275,660,NHT,KIRREL
NHT-KO-29,NARS-KO-1,92,0,1,NHT,NARS
NHT-KO-29,NARS-KO-2,54,0,1,NHT,NARS
NHT-KO-29,NARS-KO-3,130,4,41,NHT,NARS
NHT-KO-29,NARS-KO-4,47,2,3,NHT,NARS
NHT-KO-29,NCL-KO-1,54,11,2,NHT,NCL
NHT-KO-29,NCL-KO-2,81,42,220,NHT,NCL
NHT-KO-29,NCL-KO-3,68,0,5,NHT,NCL
NHT-KO-29,NCL-KO-4,42,58,99,NHT,NCL
NHT-KO-29,NF2-KO-1,55,817,744,NHT,NF2
NHT-KO-29,NF2-KO-2,66,1106,683,NHT,NF2
NHT-KO-29,NF2-KO-3,97,729,753,NHT,NF2
NHT-KO-29,NF2-KO-4,84,298,312,NHT,NF2
NHT-KO-29,NHT-KO-20,20,35,182,NHT,NHT
NHT-KO-29,NHT-KO-25,100,269,183,NHT,NHT
NHT-KO-29,NHT-KO-8,48,378,73,NHT,NHT
NHT-KO-29,NHT-KO-9,148,511,446,NHT,NHT
NHT-KO-29,NHT-KO-26,67,35,79,NHT,NHT
NHT-KO-29,NHT-KO-41,128,327,280,NHT,NHT
NHT-KO-29,NHT-KO-44,162,954,501,NHT,NHT
NHT-KO-29,NHT-KO-149,114,329,384,NHT,NHT
NHT-KO-29,NHT-KO-5,46,229,127,NHT,NHT
NHT-KO-29,NHT-KO-148,119,607,498,NHT,NHT
NHT-KO-29,NHT-KO-16,90,517,463,NHT,NHT
NHT-KO-29,NHT-KO-156,67,427,217,NHT,NHT
NHT-KO-29,NHT-KO-4,60,399,368,NHT,NHT
NHT-KO-29,NHT-KO-128,109,244,425,NHT,NHT
NHT-KO-29,NHT-KO-19,93,177,243,NHT,NHT
NHT-KO-29,NHT-KO-152,101,68,325,NHT,NHT
NHT-KO-29,NHT-KO-137,103,103,537,NHT,NHT
NHT-KO-29,NHT-KO-38,108,422,520,NHT,NHT
NHT-KO-29,NHT-KO-1,61,121,173,NHT,NHT
NHT-KO-29,NHT-KO-12,62,307,265,NHT,NHT
NHT-KO-29,NHT-KO-124,118,488,259,NHT,NHT
NHT-KO-29,NHT-KO-135,90,227,212,NHT,NHT
NHT-KO-29,NHT-KO-39,84,367,158,NHT,NHT
NHT-KO-29,NHT-KO-23,79,170,291,NHT,NHT
NHT-KO-29,NHT-KO-153,99,320,618,NHT,NHT
NHT-KO-29,NHT-KO-24,58,299,244,NHT,NHT
NHT-KO-29,NHT-KO-3,94,293,730,NHT,NHT
