Guide1,Guide2,Library read counts,Rep1,Rep2,Gene1,Gene2
ARNT-KO-4,NHT-KO-153,78,751,436,ARNT,NHT
ARNT-KO-4,NHT-KO-24,61,1049,598,ARNT,NHT
ARNT-KO-4,NHT-KO-3,95,1005,705,ARNT,NHT
ARNT-KO-4,NHT-KO-36,52,251,264,ARNT,NHT
ARNT-KO-4,NHT-KO-154,42,371,444,ARNT,NHT
ARNT-KO-4,NHT-KO-31,53,286,42,ARNT,NHT
ARNT-KO-4,NHT-KO-150,112,198,216,ARNT,NHT
ARNT-KO-4,NHT-KO-33,120,352,229,ARNT,NHT
ARNT-KO-4,NHT-KO-139,87,923,709,ARNT,NHT
ARNT-KO-4,NHT-KO-42,77,295,356,ARNT,NHT
ARNT-KO-4,NHT-KO-142,80,678,448,ARNT,NHT
ARNT-KO-4,NHT-KO-140,91,455,448,ARNT,NHT
ARNT-KO-4,NHT-KO-136,114,313,580,ARNT,NHT
ARNT-KO-4,NHT-KO-28,46,421,86,ARNT,NHT
ARNT-KO-4,NHT-KO-29,79,758,604,ARNT,NHT
ARNT-KO-4,NHT-KO-21,96,784,316,ARNT,NHT
ARNT-KO-4,NHT-KO-126,91,290,345,ARNT,NHT
ARNT-KO-4,NHT-KO-133,112,493,382,ARNT,NHT
ARNT-KO-4,NHT-KO-30,152,656,560,ARNT,NHT
ARNT-KO-4,NHT-KO-13,110,287,580,ARNT,NHT
ARNT-KO-4,NHT-KO-7,41,367,664,ARNT,NHT
ARNT-KO-4,NHT-KO-129,66,559,648,ARNT,NHT
ARNT-KO-4,NHT-KO-37,62,195,480,ARNT,NHT
ARNT-KO-4,NHT-KO-131,75,327,662,ARNT,NHT
ARNT-KO-4,NHT-KO-32,96,541,520,ARNT,NHT
ARNT-KO-4,NHT-KO-27,90,496,320,ARNT,NHT
ARNT-KO-4,NHT-KO-147,52,117,341,ARNT,NHT
ARNT-KO-4,NHT-KO-144,104,432,229,ARNT,NHT
ARNT-KO-4,NHT-KO-10,93,435,360,ARNT,NHT
ARNT-KO-4,NHT-KO-155,103,433,431,ARNT,NHT
ARNT-KO-4,NHT-KO-145,25,35,142,ARNT,NHT
ARNT-KO-4,NHT-KO-6,83,244,629,ARNT,NHT
ARNT-KO-4,NHT-KO-2,74,218,713,ARNT,NHT
ARNT-KO-4,NHT-KO-127,51,230,180,ARNT,NHT
ARNT-KO-4,NHT-KO-141,32,105,212,ARNT,NHT
ARNT-KO-4,NHT-KO-11,46,576,404,ARNT,NHT
ARNT-KO-4,NHT-KO-22,60,419,395,ARNT,NHT
ARNT-KO-4,NHT-KO-122,21,204,160,ARNT,NHT
ARNT-KO-4,NHT-KO-125,59,573,370,ARNT,NHT
ARNT-KO-4,NHT-KO-17,56,313,219,ARNT,NHT
ARNT-KO-4,NHT-KO-123,49,266,311,ARNT,NHT
ARNT-KO-4,NHT-KO-146,18,62,44,ARNT,NHT
ARNT-KO-4,NHT-KO-130,89,800,700,ARNT,NHT
ARNT-KO-4,NHT-KO-138,77,439,331,ARNT,NHT
ARNT-KO-4,NHT-KO-143,63,714,396,ARNT,NHT
ARNT-KO-4,NHT-KO-134,108,1319,529,ARNT,NHT
ARNT-KO-4,NHT-KO-14,138,865,631,ARNT,NHT
ARNT-KO-4,NHT-KO-121,70,221,484,ARNT,NHT
ARNT-KO-4,NHT-KO-40,123,978,1040,ARNT,NHT
ARNT-KO-4,NHT-KO-34,55,100,141,ARNT,NHT
ARNT-KO-4,NHT-KO-18,97,798,574,ARNT,NHT
ARNT-KO-4,NHT-KO-151,42,50,137,ARNT,NHT
ARNT-KO-4,NHT-KO-132,104,819,812,ARNT,NHT
ARNT-KO-4,NHT-KO-43,66,298,86,ARNT,NHT
ARNT-KO-4,NHT-KO-35,61,367,277,ARNT,NHT
ARNT-KO-4,NHT-KO-15,39,311,330,ARNT,NHT
ARNT-KO-4,TAOK1-KO-1,78,509,350,ARNT,TAOK1
ARNT-KO-4,TAOK1-KO-2,110,250,261,ARNT,TAOK1
ARNT-KO-4,TAOK1-KO-3,33,204,163,ARNT,TAOK1
ARNT-KO-4,TAOK1-KO-4,40,145,130,ARNT,TAOK1
ARNT-KO-4,TP53-KO-1,46,3024,2639,ARNT,TP53
ARNT-KO-4,TP53-KO-2,101,4096,3637,ARNT,TP53
ARNT-KO-4,TP53-KO-3,39,733,850,ARNT,TP53
ARNT-KO-4,TP53-KO-4,78,3981,3679,ARNT,TP53
ARNT-KO-4,XPO1-KO-1,83,118,27,ARNT,XPO1
ARNT-KO-4,XPO1-KO-2,94,0,49,ARNT,XPO1
ARNT-KO-4,XPO1-KO-3,85,0,0,ARNT,XPO1
ARNT-KO-4,XPO1-KO-4,52,0,0,ARNT,XPO1
ARNT-KO-4,XRN2-KO-1,71,97,5,ARNT,XRN2
ARNT-KO-4,XRN2-KO-2,61,158,98,ARNT,XRN2
ARNT-KO-4,XRN2-KO-3,75,1,17,ARNT,XRN2
ARNT-KO-4,XRN2-KO-4,72,92,191,ARNT,XRN2
BBX-KO-1,AHR-KO-1,12,0,31,BBX,AHR
BBX-KO-1,AHR-KO-2,8,0,44,BBX,AHR
BBX-KO-1,AHR-KO-3,12,126,164,BBX,AHR
BBX-KO-1,AHR-KO-4,6,0,1,BBX,AHR
BBX-KO-1,ARNT-KO-1,9,41,6,BBX,ARNT
BBX-KO-1,ARNT-KO-2,6,33,11,BBX,ARNT
BBX-KO-1,ARNT-KO-3,15,0,23,BBX,ARNT
BBX-KO-1,ARNT-KO-4,7,1,2,BBX,ARNT
BBX-KO-1,BBX-KO-1,5,19,11,BBX,BBX
BBX-KO-1,BBX-KO-2,11,0,52,BBX,BBX
BBX-KO-1,BBX-KO-3,7,1,8,BBX,BBX
BBX-KO-1,BBX-KO-4,12,1,0,BBX,BBX
BBX-KO-1,C3orf17-KO-1,8,0,0,BBX,C3orf17
BBX-KO-1,C3orf17-KO-2,7,103,100,BBX,C3orf17
BBX-KO-1,C3orf17-KO-3,8,0,0,BBX,C3orf17
BBX-KO-1,C3orf17-KO-4,6,39,28,BBX,C3orf17
BBX-KO-1,CAND1-KO-1,12,31,16,BBX,CAND1
BBX-KO-1,CAND1-KO-2,11,100,31,BBX,CAND1
BBX-KO-1,CAND1-KO-3,5,0,0,BBX,CAND1
BBX-KO-1,CAND1-KO-4,19,20,12,BBX,CAND1
BBX-KO-1,CCT4-KO-1,15,0,0,BBX,CCT4
BBX-KO-1,CCT4-KO-2,7,0,0,BBX,CCT4
BBX-KO-1,CCT4-KO-3,6,0,0,BBX,CCT4
BBX-KO-1,CCT4-KO-4,18,0,0,BBX,CCT4
BBX-KO-1,DIMT1-KO-1,7,1,29,BBX,DIMT1
BBX-KO-1,DIMT1-KO-2,9,3,105,BBX,DIMT1
BBX-KO-1,DIMT1-KO-3,12,0,4,BBX,DIMT1
BBX-KO-1,DIMT1-KO-4,23,5,92,BBX,DIMT1
BBX-KO-1,EFTUD2-KO-1,9,0,0,BBX,EFTUD2
BBX-KO-1,EFTUD2-KO-2,17,9,16,BBX,EFTUD2
BBX-KO-1,EFTUD2-KO-3,14,0,0,BBX,EFTUD2
BBX-KO-1,EFTUD2-KO-4,5,10,0,BBX,EFTUD2
BBX-KO-1,EIF3B-KO-1,13,1,1,BBX,EIF3B
BBX-KO-1,EIF3B-KO-2,11,0,0,BBX,EIF3B
BBX-KO-1,EIF3B-KO-3,10,0,0,BBX,EIF3B
BBX-KO-1,EIF3B-KO-4,15,0,0,BBX,EIF3B
BBX-KO-1,FRYL-KO-1,7,0,1,BBX,FRYL
BBX-KO-1,FRYL-KO-2,9,55,40,BBX,FRYL
BBX-KO-1,FRYL-KO-3,9,13,1,BBX,FRYL
BBX-KO-1,FRYL-KO-4,8,0,0,BBX,FRYL
BBX-KO-1,IARS-KO-1,10,0,11,BBX,IARS
BBX-KO-1,IARS-KO-2,10,0,0,BBX,IARS
BBX-KO-1,IARS-KO-3,4,0,0,BBX,IARS
BBX-KO-1,IARS-KO-4,7,0,0,BBX,IARS
BBX-KO-1,KEAP1-KO-1,6,27,131,BBX,KEAP1
BBX-KO-1,KEAP1-KO-2,0,7,0,BBX,KEAP1
BBX-KO-1,KEAP1-KO-3,20,38,3,BBX,KEAP1
BBX-KO-1,KEAP1-KO-4,10,5,13,BBX,KEAP1
BBX-KO-1,KIRREL-KO-1,12,120,253,BBX,KIRREL
BBX-KO-1,KIRREL-KO-2,6,30,105,BBX,KIRREL
BBX-KO-1,KIRREL-KO-3,25,285,173,BBX,KIRREL
BBX-KO-1,KIRREL-KO-4,11,3,2,BBX,KIRREL
BBX-KO-1,NARS-KO-1,13,1,0,BBX,NARS
BBX-KO-1,NARS-KO-2,4,1,0,BBX,NARS
BBX-KO-1,NARS-KO-3,19,0,0,BBX,NARS
BBX-KO-1,NARS-KO-4,4,0,0,BBX,NARS
BBX-KO-1,NCL-KO-1,9,0,0,BBX,NCL
BBX-KO-1,NCL-KO-2,15,0,0,BBX,NCL
BBX-KO-1,NCL-KO-3,6,0,0,BBX,NCL
BBX-KO-1,NCL-KO-4,3,0,1,BBX,NCL
BBX-KO-1,NF2-KO-1,4,496,144,BBX,NF2
BBX-KO-1,NF2-KO-2,9,181,25,BBX,NF2
BBX-KO-1,NF2-KO-3,12,43,54,BBX,NF2
BBX-KO-1,NF2-KO-4,10,270,16,BBX,NF2
BBX-KO-1,NHT-KO-20,2,1,59,BBX,NHT
BBX-KO-1,NHT-KO-25,12,3,7,BBX,NHT
BBX-KO-1,NHT-KO-8,3,0,1,BBX,NHT
BBX-KO-1,NHT-KO-9,10,41,12,BBX,NHT
BBX-KO-1,NHT-KO-26,14,52,9,BBX,NHT
BBX-KO-1,NHT-KO-41,17,18,106,BBX,NHT
BBX-KO-1,NHT-KO-44,14,68,213,BBX,NHT
BBX-KO-1,NHT-KO-149,11,58,26,BBX,NHT
BBX-KO-1,NHT-KO-5,7,7,25,BBX,NHT
BBX-KO-1,NHT-KO-148,16,30,25,BBX,NHT
BBX-KO-1,NHT-KO-16,19,112,360,BBX,NHT
BBX-KO-1,NHT-KO-156,5,0,1,BBX,NHT
BBX-KO-1,NHT-KO-4,5,17,0,BBX,NHT
BBX-KO-1,NHT-KO-128,14,7,66,BBX,NHT
BBX-KO-1,NHT-KO-19,15,24,60,BBX,NHT
BBX-KO-1,NHT-KO-152,23,47,59,BBX,NHT
BBX-KO-1,NHT-KO-137,6,1,39,BBX,NHT
BBX-KO-1,NHT-KO-38,13,205,57,BBX,NHT
BBX-KO-1,NHT-KO-1,6,179,246,BBX,NHT
BBX-KO-1,NHT-KO-12,5,3,24,BBX,NHT
BBX-KO-1,NHT-KO-124,14,152,138,BBX,NHT
BBX-KO-1,NHT-KO-135,12,11,31,BBX,NHT
BBX-KO-1,NHT-KO-39,7,18,1,BBX,NHT
BBX-KO-1,NHT-KO-23,15,26,10,BBX,NHT
BBX-KO-1,NHT-KO-153,13,211,255,BBX,NHT
BBX-KO-1,NHT-KO-24,7,0,0,BBX,NHT
BBX-KO-1,NHT-KO-3,11,6,28,BBX,NHT
BBX-KO-1,NHT-KO-36,8,1,111,BBX,NHT
BBX-KO-1,NHT-KO-154,11,0,0,BBX,NHT
BBX-KO-1,NHT-KO-31,9,0,10,BBX,NHT
BBX-KO-1,NHT-KO-150,14,107,25,BBX,NHT
BBX-KO-1,NHT-KO-33,15,4,75,BBX,NHT
BBX-KO-1,NHT-KO-139,14,5,245,BBX,NHT
BBX-KO-1,NHT-KO-42,6,1,8,BBX,NHT
BBX-KO-1,NHT-KO-142,12,12,94,BBX,NHT
BBX-KO-1,NHT-KO-140,15,39,20,BBX,NHT
BBX-KO-1,NHT-KO-136,22,76,407,BBX,NHT
BBX-KO-1,NHT-KO-28,5,1,0,BBX,NHT
BBX-KO-1,NHT-KO-29,7,3,214,BBX,NHT
BBX-KO-1,NHT-KO-21,10,10,70,BBX,NHT
BBX-KO-1,NHT-KO-126,10,17,18,BBX,NHT
BBX-KO-1,NHT-KO-133,21,32,6,BBX,NHT
BBX-KO-1,NHT-KO-30,12,1,1,BBX,NHT
BBX-KO-1,NHT-KO-13,13,2,1,BBX,NHT
BBX-KO-1,NHT-KO-7,6,3,2,BBX,NHT
BBX-KO-1,NHT-KO-129,7,51,1,BBX,NHT
BBX-KO-1,NHT-KO-37,6,0,23,BBX,NHT
BBX-KO-1,NHT-KO-131,13,2,47,BBX,NHT
BBX-KO-1,NHT-KO-32,11,2,9,BBX,NHT
BBX-KO-1,NHT-KO-27,15,4,27,BBX,NHT
BBX-KO-1,NHT-KO-147,3,84,99,BBX,NHT
BBX-KO-1,NHT-KO-144,14,127,56,BBX,NHT
BBX-KO-1,NHT-KO-10,11,0,0,BBX,NHT
BBX-KO-1,NHT-KO-155,13,135,99,BBX,NHT
BBX-KO-1,NHT-KO-145,0,0,0,BBX,NHT
BBX-KO-1,NHT-KO-6,14,81,56,BBX,NHT
BBX-KO-1,NHT-KO-2,3,0,4,BBX,NHT
BBX-KO-1,NHT-KO-127,6,54,0,BBX,NHT
BBX-KO-1,NHT-KO-141,3,21,68,BBX,NHT
BBX-KO-1,NHT-KO-11,5,1,0,BBX,NHT
BBX-KO-1,NHT-KO-22,9,33,3,BBX,NHT
BBX-KO-1,NHT-KO-122,0,161,116,BBX,NHT
BBX-KO-1,NHT-KO-125,8,1,3,BBX,NHT
BBX-KO-1,NHT-KO-17,4,0,1,BBX,NHT
BBX-KO-1,NHT-KO-123,6,11,24,BBX,NHT
BBX-KO-1,NHT-KO-146,2,0,11,BBX,NHT
BBX-KO-1,NHT-KO-130,4,82,54,BBX,NHT
BBX-KO-1,NHT-KO-138,7,1,76,BBX,NHT
BBX-KO-1,NHT-KO-143,11,32,3,BBX,NHT
BBX-KO-1,NHT-KO-134,11,114,167,BBX,NHT
BBX-KO-1,NHT-KO-14,23,1,63,BBX,NHT
BBX-KO-1,NHT-KO-121,12,231,208,BBX,NHT
BBX-KO-1,NHT-KO-40,22,183,16,BBX,NHT
BBX-KO-1,NHT-KO-34,5,3,1,BBX,NHT
BBX-KO-1,NHT-KO-18,5,0,0,BBX,NHT
BBX-KO-1,NHT-KO-151,8,3,52,BBX,NHT
BBX-KO-1,NHT-KO-132,7,203,197,BBX,NHT
BBX-KO-1,NHT-KO-43,7,117,63,BBX,NHT
BBX-KO-1,NHT-KO-35,3,92,157,BBX,NHT
BBX-KO-1,NHT-KO-15,5,10,104,BBX,NHT
BBX-KO-1,TAOK1-KO-1,21,19,39,BBX,TAOK1
BBX-KO-1,TAOK1-KO-2,13,138,25,BBX,TAOK1
BBX-KO-1,TAOK1-KO-3,2,29,10,BBX,TAOK1
BBX-KO-1,TAOK1-KO-4,10,22,16,BBX,TAOK1
BBX-KO-1,TP53-KO-1,7,112,211,BBX,TP53
BBX-KO-1,TP53-KO-2,17,518,512,BBX,TP53
BBX-KO-1,TP53-KO-3,12,31,33,BBX,TP53
BBX-KO-1,TP53-KO-4,11,639,617,BBX,TP53
BBX-KO-1,XPO1-KO-1,4,0,0,BBX,XPO1
BBX-KO-1,XPO1-KO-2,15,0,0,BBX,XPO1
BBX-KO-1,XPO1-KO-3,17,0,0,BBX,XPO1
BBX-KO-1,XPO1-KO-4,3,4,0,BBX,XPO1
BBX-KO-1,XRN2-KO-1,6,0,0,BBX,XRN2
BBX-KO-1,XRN2-KO-2,6,3,3,BBX,XRN2
BBX-KO-1,XRN2-KO-3,18,236,33,BBX,XRN2
BBX-KO-1,XRN2-KO-4,10,39,103,BBX,XRN2
BBX-KO-2,AHR-KO-1,94,228,300,BBX,AHR
BBX-KO-2,AHR-KO-2,76,386,206,BBX,AHR
BBX-KO-2,AHR-KO-3,127,599,885,BBX,AHR
BBX-KO-2,AHR-KO-4,45,419,140,BBX,AHR
BBX-KO-2,ARNT-KO-1,60,489,329,BBX,ARNT
BBX-KO-2,ARNT-KO-2,83,290,286,BBX,ARNT
BBX-KO-2,ARNT-KO-3,76,673,184,BBX,ARNT
BBX-KO-2,ARNT-KO-4,78,87,117,BBX,ARNT
BBX-KO-2,BBX-KO-1,37,495,184,BBX,BBX
BBX-KO-2,BBX-KO-2,71,652,348,BBX,BBX
BBX-KO-2,BBX-KO-3,70,400,237,BBX,BBX
BBX-KO-2,BBX-KO-4,68,59,122,BBX,BBX
BBX-KO-2,C3orf17-KO-1,66,146,83,BBX,C3orf17
BBX-KO-2,C3orf17-KO-2,73,215,374,BBX,C3orf17
BBX-KO-2,C3orf17-KO-3,93,4,0,BBX,C3orf17
BBX-KO-2,C3orf17-KO-4,54,77,54,BBX,C3orf17
BBX-KO-2,CAND1-KO-1,80,50,200,BBX,CAND1
BBX-KO-2,CAND1-KO-2,69,573,430,BBX,CAND1
BBX-KO-2,CAND1-KO-3,59,6,3,BBX,CAND1
BBX-KO-2,CAND1-KO-4,147,589,238,BBX,CAND1
BBX-KO-2,CCT4-KO-1,81,79,227,BBX,CCT4
BBX-KO-2,CCT4-KO-2,45,0,22,BBX,CCT4
BBX-KO-2,CCT4-KO-3,72,0,0,BBX,CCT4
BBX-KO-2,CCT4-KO-4,97,35,27,BBX,CCT4
BBX-KO-2,DIMT1-KO-1,98,20,81,BBX,DIMT1
BBX-KO-2,DIMT1-KO-2,102,298,336,BBX,DIMT1
BBX-KO-2,DIMT1-KO-3,92,180,64,BBX,DIMT1
BBX-KO-2,DIMT1-KO-4,209,0,57,BBX,DIMT1
BBX-KO-2,EFTUD2-KO-1,101,58,43,BBX,EFTUD2
BBX-KO-2,EFTUD2-KO-2,114,248,491,BBX,EFTUD2
BBX-KO-2,EFTUD2-KO-3,98,124,54,BBX,EFTUD2
BBX-KO-2,EFTUD2-KO-4,60,4,0,BBX,EFTUD2
BBX-KO-2,EIF3B-KO-1,99,101,131,BBX,EIF3B
BBX-KO-2,EIF3B-KO-2,160,187,21,BBX,EIF3B
BBX-KO-2,EIF3B-KO-3,95,13,0,BBX,EIF3B
BBX-KO-2,EIF3B-KO-4,74,52,143,BBX,EIF3B
BBX-KO-2,FRYL-KO-1,86,202,379,BBX,FRYL
BBX-KO-2,FRYL-KO-2,77,514,574,BBX,FRYL
BBX-KO-2,FRYL-KO-3,92,799,463,BBX,FRYL
BBX-KO-2,FRYL-KO-4,84,131,123,BBX,FRYL
BBX-KO-2,IARS-KO-1,68,44,0,BBX,IARS
BBX-KO-2,IARS-KO-2,66,54,9,BBX,IARS
BBX-KO-2,IARS-KO-3,50,0,16,BBX,IARS
BBX-KO-2,IARS-KO-4,77,22,0,BBX,IARS
BBX-KO-2,KEAP1-KO-1,73,131,323,BBX,KEAP1
BBX-KO-2,KEAP1-KO-2,55,848,114,BBX,KEAP1
BBX-KO-2,KEAP1-KO-3,158,196,344,BBX,KEAP1
BBX-KO-2,KEAP1-KO-4,78,289,91,BBX,KEAP1
BBX-KO-2,KIRREL-KO-1,107,1496,731,BBX,KIRREL
BBX-KO-2,KIRREL-KO-2,65,373,294,BBX,KIRREL
BBX-KO-2,KIRREL-KO-3,222,1875,1426,BBX,KIRREL
BBX-KO-2,KIRREL-KO-4,105,965,920,BBX,KIRREL
BBX-KO-2,NARS-KO-1,107,2,57,BBX,NARS
BBX-KO-2,NARS-KO-2,48,43,76,BBX,NARS
BBX-KO-2,NARS-KO-3,139,41,6,BBX,NARS
BBX-KO-2,NARS-KO-4,56,0,0,BBX,NARS
BBX-KO-2,NCL-KO-1,67,0,9,BBX,NCL
BBX-KO-2,NCL-KO-2,82,194,31,BBX,NCL
BBX-KO-2,NCL-KO-3,76,11,16,BBX,NCL
BBX-KO-2,NCL-KO-4,48,95,85,BBX,NCL
BBX-KO-2,NF2-KO-1,57,966,636,BBX,NF2
BBX-KO-2,NF2-KO-2,85,2893,2272,BBX,NF2
BBX-KO-2,NF2-KO-3,107,417,608,BBX,NF2
BBX-KO-2,NF2-KO-4,91,441,551,BBX,NF2
BBX-KO-2,NHT-KO-20,22,243,77,BBX,NHT
BBX-KO-2,NHT-KO-25,117,498,415,BBX,NHT
BBX-KO-2,NHT-KO-8,43,549,380,BBX,NHT
BBX-KO-2,NHT-KO-9,137,740,698,BBX,NHT
BBX-KO-2,NHT-KO-26,81,537,383,BBX,NHT
BBX-KO-2,NHT-KO-41,160,502,755,BBX,NHT
BBX-KO-2,NHT-KO-44,167,475,484,BBX,NHT
BBX-KO-2,NHT-KO-149,127,393,569,BBX,NHT
BBX-KO-2,NHT-KO-5,55,574,600,BBX,NHT
BBX-KO-2,NHT-KO-148,119,837,560,BBX,NHT
BBX-KO-2,NHT-KO-16,111,592,535,BBX,NHT
BBX-KO-2,NHT-KO-156,66,363,183,BBX,NHT
BBX-KO-2,NHT-KO-4,61,383,297,BBX,NHT
BBX-KO-2,NHT-KO-128,80,223,618,BBX,NHT
BBX-KO-2,NHT-KO-19,105,679,640,BBX,NHT
BBX-KO-2,NHT-KO-152,113,1000,730,BBX,NHT
BBX-KO-2,NHT-KO-137,78,452,357,BBX,NHT
BBX-KO-2,NHT-KO-38,120,834,560,BBX,NHT
BBX-KO-2,NHT-KO-1,80,328,348,BBX,NHT
BBX-KO-2,NHT-KO-12,62,281,331,BBX,NHT
BBX-KO-2,NHT-KO-124,92,1231,583,BBX,NHT
BBX-KO-2,NHT-KO-135,100,1291,888,BBX,NHT
BBX-KO-2,NHT-KO-39,77,132,319,BBX,NHT
BBX-KO-2,NHT-KO-23,100,453,709,BBX,NHT
BBX-KO-2,NHT-KO-153,80,338,550,BBX,NHT
BBX-KO-2,NHT-KO-24,71,557,691,BBX,NHT
BBX-KO-2,NHT-KO-3,84,944,480,BBX,NHT
BBX-KO-2,NHT-KO-36,70,474,360,BBX,NHT
BBX-KO-2,NHT-KO-154,48,420,527,BBX,NHT
BBX-KO-2,NHT-KO-31,46,417,277,BBX,NHT
BBX-KO-2,NHT-KO-150,143,612,502,BBX,NHT
BBX-KO-2,NHT-KO-33,131,659,652,BBX,NHT
BBX-KO-2,NHT-KO-139,102,210,428,BBX,NHT
BBX-KO-2,NHT-KO-42,94,144,239,BBX,NHT
BBX-KO-2,NHT-KO-142,96,313,414,BBX,NHT
BBX-KO-2,NHT-KO-140,132,796,779,BBX,NHT
BBX-KO-2,NHT-KO-136,136,933,450,BBX,NHT
BBX-KO-2,NHT-KO-28,51,151,363,BBX,NHT
BBX-KO-2,NHT-KO-29,80,244,489,BBX,NHT
BBX-KO-2,NHT-KO-21,123,1103,899,BBX,NHT
BBX-KO-2,NHT-KO-126,92,237,287,BBX,NHT
BBX-KO-2,NHT-KO-133,146,831,905,BBX,NHT
BBX-KO-2,NHT-KO-30,210,765,948,BBX,NHT
BBX-KO-2,NHT-KO-13,137,415,230,BBX,NHT
BBX-KO-2,NHT-KO-7,66,333,253,BBX,NHT
BBX-KO-2,NHT-KO-129,102,826,795,BBX,NHT
BBX-KO-2,NHT-KO-37,71,288,273,BBX,NHT
BBX-KO-2,NHT-KO-131,88,312,523,BBX,NHT
BBX-KO-2,NHT-KO-32,115,1222,805,BBX,NHT
BBX-KO-2,NHT-KO-27,116,1115,806,BBX,NHT
BBX-KO-2,NHT-KO-147,71,415,231,BBX,NHT
BBX-KO-2,NHT-KO-144,124,663,691,BBX,NHT
BBX-KO-2,NHT-KO-10,106,246,314,BBX,NHT
BBX-KO-2,NHT-KO-155,131,722,821,BBX,NHT
BBX-KO-2,NHT-KO-145,46,330,37,BBX,NHT
BBX-KO-2,NHT-KO-6,113,456,461,BBX,NHT
BBX-KO-2,NHT-KO-2,91,230,417,BBX,NHT
BBX-KO-2,NHT-KO-127,55,161,220,BBX,NHT
BBX-KO-2,NHT-KO-141,38,554,133,BBX,NHT
BBX-KO-2,NHT-KO-11,58,664,438,BBX,NHT
BBX-KO-2,NHT-KO-22,78,418,632,BBX,NHT
BBX-KO-2,NHT-KO-122,39,275,264,BBX,NHT
BBX-KO-2,NHT-KO-125,62,558,296,BBX,NHT
BBX-KO-2,NHT-KO-17,78,410,341,BBX,NHT
BBX-KO-2,NHT-KO-123,52,130,627,BBX,NHT
BBX-KO-2,NHT-KO-146,22,278,40,BBX,NHT
BBX-KO-2,NHT-KO-130,94,744,576,BBX,NHT
BBX-KO-2,NHT-KO-138,68,556,283,BBX,NHT
BBX-KO-2,NHT-KO-143,79,287,374,BBX,NHT
BBX-KO-2,NHT-KO-134,126,726,659,BBX,NHT
BBX-KO-2,NHT-KO-14,186,640,756,BBX,NHT
BBX-KO-2,NHT-KO-121,96,1098,626,BBX,NHT
BBX-KO-2,NHT-KO-40,149,227,739,BBX,NHT
BBX-KO-2,NHT-KO-34,68,648,388,BBX,NHT
BBX-KO-2,NHT-KO-18,109,664,838,BBX,NHT
BBX-KO-2,NHT-KO-151,47,355,321,BBX,NHT
BBX-KO-2,NHT-KO-132,122,663,637,BBX,NHT
BBX-KO-2,NHT-KO-43,87,549,79,BBX,NHT
BBX-KO-2,NHT-KO-35,54,286,476,BBX,NHT
BBX-KO-2,NHT-KO-15,61,733,1059,BBX,NHT
BBX-KO-2,TAOK1-KO-1,89,979,422,BBX,TAOK1
BBX-KO-2,TAOK1-KO-2,125,373,238,BBX,TAOK1
BBX-KO-2,TAOK1-KO-3,47,341,370,BBX,TAOK1
BBX-KO-2,TAOK1-KO-4,70,229,221,BBX,TAOK1
BBX-KO-2,TP53-KO-1,73,2909,2401,BBX,TP53
BBX-KO-2,TP53-KO-2,157,5713,4113,BBX,TP53
BBX-KO-2,TP53-KO-3,81,1084,694,BBX,TP53
BBX-KO-2,TP53-KO-4,86,4003,3712,BBX,TP53
BBX-KO-2,XPO1-KO-1,82,39,0,BBX,XPO1
BBX-KO-2,XPO1-KO-2,87,0,6,BBX,XPO1
BBX-KO-2,XPO1-KO-3,98,3,0,BBX,XPO1
BBX-KO-2,XPO1-KO-4,67,8,0,BBX,XPO1
BBX-KO-2,XRN2-KO-1,90,5,12,BBX,XRN2
BBX-KO-2,XRN2-KO-2,67,41,73,BBX,XRN2
BBX-KO-2,XRN2-KO-3,81,0,16,BBX,XRN2
BBX-KO-2,XRN2-KO-4,92,61,334,BBX,XRN2
BBX-KO-3,AHR-KO-1,54,219,200,BBX,AHR
BBX-KO-3,AHR-KO-2,31,322,240,BBX,AHR
BBX-KO-3,AHR-KO-3,68,613,375,BBX,AHR
BBX-KO-3,AHR-KO-4,30,299,181,BBX,AHR
BBX-KO-3,ARNT-KO-1,44,172,288,BBX,ARNT
BBX-KO-3,ARNT-KO-2,47,13,97,BBX,ARNT
BBX-KO-3,ARNT-KO-3,47,15,31,BBX,ARNT
BBX-KO-3,ARNT-KO-4,27,572,121,BBX,ARNT
BBX-KO-3,BBX-KO-1,13,17,49,BBX,BBX
BBX-KO-3,BBX-KO-2,34,86,78,BBX,BBX
BBX-KO-3,BBX-KO-3,48,629,666,BBX,BBX
BBX-KO-3,BBX-KO-4,39,107,161,BBX,BBX
BBX-KO-3,C3orf17-KO-1,45,0,22,BBX,C3orf17
BBX-KO-3,C3orf17-KO-2,39,205,97,BBX,C3orf17
BBX-KO-3,C3orf17-KO-3,45,1,3,BBX,C3orf17
BBX-KO-3,C3orf17-KO-4,39,99,34,BBX,C3orf17
BBX-KO-3,CAND1-KO-1,45,237,82,BBX,CAND1
BBX-KO-3,CAND1-KO-2,41,175,100,BBX,CAND1
BBX-KO-3,CAND1-KO-3,36,473,556,BBX,CAND1
BBX-KO-3,CAND1-KO-4,83,104,163,BBX,CAND1
BBX-KO-3,CCT4-KO-1,56,77,1,BBX,CCT4
BBX-KO-3,CCT4-KO-2,26,0,36,BBX,CCT4
BBX-KO-3,CCT4-KO-3,51,0,1,BBX,CCT4
BBX-KO-3,CCT4-KO-4,68,0,34,BBX,CCT4
BBX-KO-3,DIMT1-KO-1,40,69,165,BBX,DIMT1
